,Symbol,logFC,P.Value,adj.P.Val
8151508,NA,0.113928605,0.587550267,0.750494722
8151510,NA,0.216770998,0.235373571,0.43673635
8151512,PAG1,0.063158557,0.849565311,0.920221213
8151525,PMP2,-0.106628263,0.244820138,0.447743692
8151532,FABP4,0.016656119,0.834532305,0.911481406
8151540,NA,0.130813169,0.447570416,0.641199215
8151542,FABP12,0.09826736,0.197703447,0.392518734
8151547,NA,0.35940221,0.100621672,0.25762099
8151549,IMPA1,0.463107165,0.039095099,0.143081084
8151559,SLC10A5,-1.238244301,0.000825276,0.013635658
8151561,ZFAND1,-0.14461228,0.464757503,0.65558274
8151572,SNX16,-0.461812619,0.01060628,0.06195742
8151583,NA,-0.06498442,0.30733201,0.513897149
8151585,NA,-0.089350232,0.205604671,0.402351967
8151587,RBIS,0.096585305,0.49854422,0.683257429
8151592,CA1,2.071667923,0.000750679,0.012944253
8151603,NA,-0.148163272,0.061143614,0.189438812
8151605,REXO1L1P,-0.151664714,0.211193,0.408652564
8151607,NA,-0.148163272,0.061143614,0.189438812
8151609,NA,-0.121455734,0.187795877,0.379662376
8151613,REXO1L1P,-0.151664714,0.211193,0.408652564
8151615,NA,-0.134406435,0.118149063,0.285176466
8151617,REXO1L1P,-0.151664714,0.211193,0.408652564
8151619,NA,-0.159362861,0.048502731,0.163248776
8151621,REXO1L1P,-0.151664714,0.211193,0.408652564
8151623,NA,-0.148163272,0.061143614,0.189438812
8151625,REXO1L1P,-0.151664714,0.211193,0.408652564
8151627,NA,-0.134501815,0.063216181,0.193270516
8151629,REXO1L1P,-0.083611422,0.56631851,0.735441007
8151631,NA,-0.119764123,0.140937628,0.317531645
8151633,PSKH2,-0.072530477,0.469314295,0.659245616
8151637,SLC7A13,-0.121250973,0.208241652,0.405344457
8151644,RMDN1,0.089224772,0.520831284,0.700889919
8151657,NA,-0.051947468,0.639739755,0.787075621
8151659,CNGB3,-0.037534954,0.506499717,0.689409758
8151679,DCAF4L2,-0.14011663,0.062803591,0.19257493
8151684,NA,-0.292888645,0.145610164,0.324128458
8151686,MMP16,-0.210575845,0.205955946,0.402686744
8151707,NA,-0.168958147,0.037251165,0.138509442
8151709,NA,-0.623880912,0.000708757,0.012676109
8151711,NBN,0.153505274,0.281948398,0.487828962
8151730,CALB1,1.217998799,0.079628568,0.222439811
8151743,NA,-0.255489394,0.051404669,0.169467453
8151745,NA,0.216894292,0.111291574,0.274498769
8151747,NA,0.301451684,0.023771948,0.103671847
8151756,PIP4P2,0.136548228,0.544313252,0.719149209
8151764,NA,-0.147720686,0.168029619,0.354442966
8151766,NA,-0.282280746,0.014900316,0.07686454
8151768,RUNX1T1,-0.618850205,0.001434121,0.01884148
8151784,NA,-0.153284844,0.173609096,0.361493447
8151788,RBM12B,-0.564286385,0.00192633,0.022171108
8151795,CDH17,0.004330462,0.956416124,0.97821495
8151816,GEM,0.411890151,0.077787082,0.219145144
8151824,NA,0.725941494,0.000208381,0.006478484
8151842,VIRMA,0.160336088,0.158654738,0.342257977
8151869,NA,-0.137608248,0.038894282,0.142643783
8151871,CCNE2,1.444212789,0.000610781,0.011671662
8151888,NA,-0.422281705,0.002370749,0.025051997
8151890,TP53INP1,-0.128342954,0.361633708,0.566670343
8151898,C8orf37,0.003755579,0.984861116,0.992323254
8151906,GDF6,0.054585672,0.510253739,0.692653124
8151909,UQCRB,-0.172032541,0.3265273,0.532542099
8151917,MTERF3,0.171628084,0.119487612,0.287262023
8151927,NA,-0.122486803,0.358891971,0.564144935
8151929,NA,-0.198661216,0.230858538,0.431596758
8151931,TSPYL5,-1.144832801,0.000257161,0.007246767
8151935,RPL30,-0.101017563,0.267942433,0.473999625
8151942,RIDA,0.261565469,0.27874324,0.484562684
8151952,NIPAL2,-0.325306716,0.060333502,0.187920605
8151967,STK3,-0.082273757,0.45777693,0.64968636
8151987,NA,-0.415867823,0.04516247,0.156285052
8151989,NA,-0.02818105,0.805757112,0.894578192
8151991,NA,-0.155779598,0.273367546,0.479296466
8151993,COX6C,0.546262075,0.053907751,0.174590642
8151999,RGS22,0.089306539,0.3011512,0.507901862
8152031,FBXO43,0.630960179,0.00239352,0.025172784
8152041,RNF19A,0.199062438,0.086041219,0.233505959
8152053,ANKRD46,0.099960927,0.576396796,0.742189726
8152062,SNX31,0.088940558,0.398671901,0.598551949
8152079,PABPC1,-0.143208497,0.185344366,0.376492126
8152090,NA,-0.230763053,0.01840844,0.088180957
8152092,NA,0.434574065,0.173987263,0.361959629
8152094,NA,0.022304361,0.833036074,0.910684388
8152096,YWHAZ,0.410931028,0.020802777,0.095330314
8152111,ZNF706,-0.493526791,0.000708403,0.012676109
8152115,NA,-0.01324372,0.880524944,0.938172828
8152117,NA,0.002094158,0.976294482,0.988613082
8152119,NCALD,-0.174707579,0.621105345,0.77439476
8152131,NA,0.214858569,0.153199374,0.334918731
8152133,RRM2B,0.090315708,0.549338407,0.722948537
8152148,UBR5,0.067098505,0.498125147,0.682972573
8152211,NA,-0.091837537,0.604120207,0.762284731
8152213,NA,0.112510318,0.164143791,0.349143722
8152215,KLF10,0.379287997,0.088829378,0.238144267
8152222,AZIN1,1.002951053,4.84E-05,0.003082268
8152240,NA,0.036980652,0.756819876,0.863421895
8152242,NA,-0.052470387,0.452425438,0.645125597
8152244,NA,0.110594708,0.297283176,0.504177957
8152246,NA,-0.117781577,0.110624408,0.273456638
8152248,NA,-0.158594105,0.134633563,0.30863296
8152250,NA,0.001240791,0.981670794,0.991033238
8152252,BAALC-AS2,-0.966814387,5.25E-05,0.003203077
8152255,SLC25A32,0.580640236,0.004299488,0.035752078
8152264,DPYS,-0.026643895,0.744240493,0.855601743
8152278,NA,0.026383568,0.655805321,0.797150723
8152280,LRP12,0.736038823,0.002007802,0.022733793
8152289,NA,-0.180063288,0.21940403,0.417791147
8152291,ABRA,-0.128933492,0.137184622,0.311736163
8152297,ANGPT1,-0.482097033,0.119417328,0.287199623
8152314,RSPO2,0.19224268,0.09884519,0.254682961
8152323,EIF3E,-0.337113881,0.044554344,0.154983605
8152333,NA,-1.197192208,0.013253013,0.071163616
8152335,TMEM74,0.05680657,0.427945897,0.624915118
8152340,NUDCD1,0.343574185,0.025370544,0.108453079
8152355,SYBU,0.17284441,0.077662027,0.219008007
8152367,NA,-0.066959673,0.326164575,0.532106901
8152369,KCNV1,0.1180716,0.335629508,0.541377854
8152374,NA,-0.010796758,0.863303371,0.92804973
8152376,CSMD3,-0.060222088,0.306217208,0.512857219
8152451,NA,-0.052176375,0.356903616,0.56226729
8152453,TRPS1,-0.687773996,0.00290595,0.028151423
8152463,NA,-0.264501234,0.037967287,0.14034156
8152465,EIF3H,-0.081032557,0.293850034,0.500835615
8152477,RAD21,0.365044248,0.057966837,0.183140521
8152491,EXT1,0.236426294,0.301106021,0.507877517
8152506,SAMD12,-0.662717814,0.057519343,0.182072589
8152512,TNFRSF11B,0.010561468,0.8698829,0.93199024
8152522,ENPP2,1.26204069,0.036912831,0.137666503
8152551,NA,0.174724272,0.171843164,0.359295273
8152553,TAF2,0.24355217,0.004510501,0.036671007
8152582,DSCC1,1.496125104,1.60E-06,0.000705136
8152595,NA,0.035552064,0.766812744,0.869785861
8152597,MRPL13,0.539537822,0.001928073,0.022181151
8152606,SNTB1,0.080716614,0.596332192,0.756504133
8152617,HAS2,0.837943295,0.32126729,0.527269172
8152626,NA,-0.100408413,0.431242315,0.628048609
8152628,DERL1,0.171985994,0.20785684,0.404855759
8152640,NA,-0.03970001,0.685066927,0.816913422
8152642,FAM83A-AS1,0.03665809,0.63606088,0.784665967
8152648,NA,0.226769401,0.040168212,0.145640029
8152656,NA,0.499971186,0.000481179,0.010264264
8152664,NA,-0.272823849,0.266540355,0.472526579
8152666,NA,0.016512908,0.948500652,0.974287423
8152668,ATAD2,1.066686277,5.78E-06,0.00114551
8152701,NA,-0.131819122,0.187765163,0.379645996
8152703,FBXO32,-0.74340486,0.006553893,0.045864852
8152715,KLHL38,-0.088756478,0.272403459,0.47848797
8152719,ANXA13,-0.0171223,0.863802993,0.928287124
8152734,FER1L6-AS1,-0.111740949,0.483341505,0.670712724
8152742,FER1L6-AS2,-0.089860152,0.309030777,0.515391825
8152750,TMEM65,-0.433744041,0.047562773,0.161207007
8152759,TATDN1,-0.077143337,0.540150368,0.715927654
8152764,MTSS1,1.132582258,0.00370223,0.032829085
8152782,WASHC5,0.172062232,0.112769672,0.276501604
8152812,LRATD2,-0.409583358,0.012718309,0.069162429
8152815,TMEM75,0.044647115,0.555753711,0.728024679
8152819,NA,0.235370284,0.056357533,0.179800404
8152821,CCDC26,0.205354309,0.047529854,0.161161055
8152828,GSDMC,-0.000500795,0.995768553,0.998136718
8152845,CYRIB,0.4311337,0.03266449,0.12717494
8152863,NA,-0.255253311,0.179911061,0.369487361
8152865,NA,-0.040810979,0.776477427,0.876003554
8152867,ASAP1,0.348632681,0.018447773,0.08830585
8152900,NA,0.037694812,0.813547659,0.899184056
8152902,ADCY8,-0.115953845,0.230055512,0.43075487
8152922,NA,-0.005496571,0.921068806,0.959273758
8152924,OC90,-0.026896156,0.735256272,0.849827413
8152938,HHLA1,-0.1748677,0.01781965,0.086266486
8152946,KCNQ3,-0.168419235,0.024367458,0.105495157
8152962,LRRC6,-0.310759386,0.277219437,0.483124443
8152976,TMEM71,-1.967041463,0.00125431,0.017387492
8152988,SLA,0.712322942,0.002787177,0.027552748
8153002,NDRG1,0.046843366,0.662346547,0.801502693
8153021,ST3GAL1,-0.128336733,0.258940835,0.464720152
8153035,NA,-0.186794423,0.05183601,0.170236753
8153037,NA,0.070179118,0.507556935,0.690138977
8153039,NA,-0.265927491,0.028054806,0.115568586
8153041,NA,-0.326475524,0.024440475,0.105701325
8153043,ZFAT,-0.073575751,0.394778748,0.595305828
8153065,MIR30B,-0.102599851,0.090594654,0.241110238
8153067,MIR30D,-0.009190335,0.904538681,0.950342347
8153069,NA,-0.034556071,0.685305993,0.817057341
8153071,FAM135B,-0.140013458,0.046083711,0.158076576
8153101,COL22A1,-0.130837245,0.111793011,0.275038119
8153167,KCNK9,-0.032274991,0.693450827,0.822623352
8153175,TRAPPC9,-0.297451151,0.063145905,0.193162076
8153201,AGO2,0.149899064,0.401520748,0.601143721
8153223,PTK2,0.488869439,0.295522887,0.502452285
8153258,SLC45A4,0.203861773,0.126756365,0.297582084
8153262,SLC45A4,0.419448147,0.006900823,0.047363311
8153269,GPR20,-0.066917897,0.313868323,0.520402803
8153273,MROH5,-0.058113221,0.420683492,0.61837799
8153304,TSNARE1,-0.178380009,0.102858859,0.261259046
8153320,NA,-0.049700206,0.647502852,0.791857438
8153322,ARC,0.042205607,0.628139501,0.779037817
8153328,JRK,-0.309558816,0.00291901,0.028196775
8153334,NA,-0.071944982,0.406252659,0.605614021
8153336,SLURP1,-0.059822484,0.477218381,0.665435756
8153342,LYPD2,0.031425883,0.732621403,0.848165337
8153346,LYNX1,-0.039603887,0.66425921,0.802650563
8153359,LY6D,-0.008529123,0.914134448,0.955485143
8153363,CYP11B1,-0.110069281,0.213385711,0.411032281
8153373,CYP11B2,-0.067625767,0.349967253,0.555585946
8153380,LY6H,0.014801703,0.83585036,0.912113179
8153390,TOP1MT,-0.555734175,0.011712081,0.065780158
8153405,RHPN1-AS1,-0.457954623,0.032209595,0.126070635
8153409,MAFA,0.049126789,0.48410002,0.671264663
8153411,ZC3H3,0.094577489,0.398503851,0.598539317
8153424,MROH6,-0.924108162,0.000682334,0.012374559
8153426,MROH6,-0.332025455,0.001928535,0.022181151
8153430,NAPRT,-0.056462567,0.619548167,0.77340739
8153449,EEF1D,-0.191788819,0.072651177,0.210601023
8153457,EEF1D,-0.244426906,0.034594585,0.132189109
8153459,PYCR3,0.007067788,0.940469696,0.969991854
8153474,GFUS,0.545660714,0.001479347,0.019166461
8153486,CCDC166,0.172125291,0.132669644,0.306175571
8153488,FAM83H,0.007622128,0.92566832,0.962152232
8153497,SCRIB,0.062242578,0.268319244,0.474366882
8153536,PUF60,0.368393501,0.006959395,0.047621654
8153550,NRBP2,-0.401677658,0.086479912,0.234301997
8153568,PLEC,0.047406173,0.838074242,0.913649897
8153609,PARP10,-0.177826985,0.060523005,0.188251704
8153625,OPLAH,0.081304322,0.289172207,0.495832276
8153652,SHARPIN,0.030711892,0.788159649,0.883713998
8153664,BOP1,0.663122444,5.69E-06,0.001135246
8153678,BOP1,0.534093278,0.00020324,0.00640981
8153684,DGAT1,-0.27803044,0.063843151,0.194382165
8153704,SCRT1,0.061344485,0.408275377,0.607215706
8153709,NA,0.355463517,0.005932636,0.04334933
8153727,CPSF1,0.06306734,0.551403861,0.724435542
8153762,SLC39A4,0.035444245,0.625949242,0.777782286
8153776,VPS28,0.219864571,0.074278977,0.213249447
8153790,TONSL,0.251368609,0.003787853,0.033243052
8153819,CYHR1,0.174365375,0.408666164,0.607644842
8153823,CYHR1,-0.156587797,0.069151214,0.204106725
8153828,FOXH1,0.127635848,0.132443031,0.305885803
8153835,LOC101928953,-0.069716511,0.439071438,0.634152932
8153838,RECQL4,0.492797465,0.001148215,0.016394564
8153862,NA,-0.009740305,0.890591658,0.943314367
8153868,NA,0.073383422,0.270994353,0.476742165
8153876,ARHGAP39,0.078139988,0.244528325,0.44733936
8153890,ZNF251,-0.48071284,0.001922126,0.022138022
8153896,ZNF34,0.055454245,0.57731459,0.742797014
8153903,RPL8,0.117314388,0.102484689,0.260749804
8153911,NA,-0.24528105,0.003047985,0.028938912
8153920,ZNF250,-0.465724587,4.40E-05,0.00295362
8153930,ZNF16,0.012769729,0.859592068,0.926362983
8153935,ZNF252P,-0.330617871,0.121634396,0.290285299
8153937,SCRT1,-0.140826047,0.067510171,0.200955317
8153939,DGAT1,-0.27803044,0.063843151,0.194382165
8153959,DOCK8,-0.480826398,0.028405752,0.116567207
8154012,KANK1,-0.370729362,0.034144683,0.131086765
8154034,DMRT1,-0.039772405,0.530417634,0.708140713
8154043,DMRT3,-0.035048753,0.607244919,0.764410951
8154047,DMRT2,-0.056619015,0.433309386,0.629906672
8154057,NA,0.076718535,0.318723292,0.524963795
8154059,SMARCA2,-0.337517981,0.028900424,0.11800091
8154100,VLDLR,-0.245646978,0.008360036,0.053357124
8154124,KCNV2,-0.098406515,0.141071106,0.317746372
8154128,NA,-0.337332074,0.011980918,0.066677022
8154130,NA,0.030055759,0.72141551,0.840717214
8154132,GLIS3-AS1,-0.109394389,0.306393971,0.512946858
8154135,SLC1A1,-0.068329726,0.416360723,0.614294522
8154151,PLPP6,0.050490993,0.881193672,0.938423853
8154153,CDC37L1,-0.05443213,0.671026179,0.806971692
8154163,RCL1,0.801624584,0.000170949,0.005784941
8154176,MIR101-2,0.144265936,0.157339785,0.340500638
8154178,JAK2,0.166724787,0.393235549,0.594010362
8154207,NA,-0.126949941,0.587514159,0.750494722
8154209,NA,-0.125644122,0.531829477,0.70897773
8154211,NA,0.018549411,0.944981996,0.972284331
8154213,NA,-0.065641751,0.399252085,0.599229059
8154215,NA,-0.013398349,0.951830056,0.975876909
8154217,NA,0.01590829,0.949747246,0.974818747
8154219,NA,0.029164157,0.888619922,0.942154993
8154221,NA,-0.18878252,0.440951827,0.635775642
8154223,NA,0.019446402,0.942028228,0.970764334
8154225,NA,-0.035455891,0.90242435,0.949195199
8154227,NA,0.059195171,0.851672866,0.921497089
8154229,INSL4,0.068013738,0.375471746,0.578907332
8154233,CD274,1.286732816,0.043278026,0.152393024
8154245,PDCD1LG2,-1.246217925,3.62E-05,0.002712335
8154254,RIC1,0.172326579,0.186340961,0.377769008
8154283,NA,-0.276749721,0.015621927,0.079124325
8154285,MLANA,-0.110878263,0.103808328,0.262665381
8154295,IL33,-0.103395886,0.169962662,0.35687059
8154305,SELENOT,0.185119201,0.119875107,0.287802844
8154307,TPD52L3,0.027527237,0.639642652,0.787072483
8154316,UHRF2,-0.084432313,0.151711044,0.332950971
8154333,KDM4C,-0.564000641,0.002119719,0.023534608
8154357,NA,0.40911948,0.000886466,0.014218038
8154359,RPL18A,0.035976012,0.776192,0.875859598
8154361,NA,-0.038126826,0.528313798,0.706589995
8154363,NA,-0.056591005,0.63384709,0.78289215
8154365,NA,0.069780033,0.518762395,0.699226943
8154367,TYRP1,0.020316059,0.833899825,0.911135394
8154379,NA,-0.072420516,0.343242981,0.549201776
8154381,LURAP1L,-0.57570566,0.005191862,0.040119153
8154386,NA,0.0235115,0.763270041,0.867481399
8154388,NA,-0.157839084,0.289801176,0.496512192
8154392,NA,-0.102194876,0.130882661,0.303841593
8154394,SNAPC3,-0.247056607,0.017663535,0.085760092
8154414,NA,-0.244930335,0.037633471,0.139510317
8154416,CCDC171,-1.159916467,0.000502166,0.010470025
8154447,NA,-0.098429694,0.246253253,0.4494105
8154449,CNTLN,-0.462850825,0.006568766,0.045911038
8154476,SH3GL2,0.056608386,0.39397272,0.594561509
8154491,ADAMTSL1,-0.044167932,0.701656698,0.827851239
8154510,NA,-0.047168819,0.640501757,0.787426546
8154512,ADAMTSL1,-0.119123874,0.140402028,0.316732135
8154523,RRAGA,-0.132885175,0.240814433,0.4430299
8154527,NA,0.147120864,0.200122873,0.395575807
8154529,NA,-0.033082872,0.693423131,0.822623352
8154531,DENND4C,-0.308197364,0.032257806,0.126125901
8154563,ACER2,-0.197408142,0.063759731,0.194236758
8154572,NA,-0.580045801,0.000207346,0.006462708
8154574,FOCAD,-0.459654912,0.041188097,0.148007779
8154620,NA,-0.256957656,0.008195699,0.052641239
8154622,IFNA8,-0.159340096,0.036385468,0.136464676
8154627,NA,-0.088080536,0.1622599,0.346842646
8154635,NA,0.4205695,0.011611477,0.065452401
8154654,CDKN2A-DT,-0.04142829,0.492388382,0.678108325
8154656,DMRTA1,-0.185073574,0.019275907,0.090756486
8154660,NA,-0.143326562,0.122112734,0.290780784
8154662,LOC100506422,-0.268643176,0.031475123,0.124335885
8154666,NA,-0.108275878,0.406459067,0.605652232
8154668,NA,-0.107102905,0.377058189,0.580204553
8154670,IFT74,0.079700138,0.347606164,0.553182539
8154692,TEK,0.234260299,0.497844466,0.682816129
8154719,NA,-0.162491554,0.077888111,0.21931843
8154721,IFNK,0.047899996,0.51405512,0.695424911
8154725,MIR622,0.084269378,0.52732844,0.706131993
8154727,SLC25A6,0.258549239,0.060824262,0.188888776
8154729,NA,0.062730269,0.723214521,0.842128671
8154731,NA,-0.116748983,0.304365525,0.51104004
8154733,ACO1,0.296450539,0.019519592,0.091570999
8154758,NA,0.043382424,0.596403915,0.756504133
8154760,TMEM215,0.015637769,0.826708796,0.907161968
8154763,NA,0.175109028,0.304761759,0.511422855
8154765,DNAJA1,0.579654177,0.010473422,0.061414063
8154777,NA,-0.176296425,0.048523125,0.163273978
8154779,SPINK4,0.090537398,0.211601523,0.408991463
8154785,CHMP5,0.53554374,0.012941951,0.069944511
8154793,NFX1,0.475046459,0.000519722,0.010731257
8154823,ANKRD18B,0.385422709,0.064201143,0.194957179
8154836,ANXA2P2,1.332640827,0.00082918,0.013681476
8154838,NA,-0.270077656,0.043677951,0.153153405
8154841,NA,-0.198493218,0.091252815,0.242203665
8154844,NA,-0.093802974,0.328369246,0.534394467
8154846,NA,-0.113262151,0.383228863,0.585290664
8154848,PRSS3,-0.104126275,0.246817939,0.449997094
8154856,UBE2R2,-0.335780844,0.003491636,0.031489984
8154866,NA,-0.169861843,0.2378383,0.439594886
8154868,NA,-0.464439364,0.055450156,0.178010396
8154870,NA,0.108530346,0.307285131,0.513866834
8154872,UBAP1,0.307438443,0.02183484,0.098340951
8154885,NUDT2,0.115691219,0.307989896,0.514436832
8154892,DNAI1,0.050420749,0.39936396,0.599301788
8154914,NA,0.191370375,0.01046587,0.061384897
8154916,GALT,-0.600632052,0.017683186,0.085805456
8154934,IL11RA,-0.629133855,0.004595873,0.03707886
8154951,NA,0.056754509,0.628891554,0.779431329
8154953,PHF24,-0.015904549,0.852761579,0.922225545
8154962,DNAJB5,0.252692344,0.37033746,0.573861057
8154973,C9orf131,-0.019882919,0.819308197,0.902730147
8154979,NA,0.137892786,0.238787156,0.440671866
8154981,UNC13B,0.363135599,0.027367,0.113752437
8155024,NA,-0.066031304,0.678953163,0.81229936
8155026,ATP8B5P,-0.156695414,0.046104906,0.158116633
8155048,RUSC2,-0.431184279,0.00331459,0.030516602
8155062,TESK1,-0.051100481,0.670940343,0.806946021
8155073,CCDC107,-0.001599065,0.983233505,0.991561714
8155081,NA,-0.015500381,0.867316063,0.930438486
8155083,CA9,0.023159103,0.792130022,0.886553994
8155096,CREB3,0.404879561,0.043383291,0.152586324
8155110,NA,-0.398116412,0.001767005,0.021133951
8155121,NPR2,-0.829742621,2.87E-05,0.002420067
8155148,TMEM8B,-0.472297343,0.000411068,0.009465649
8155167,HRCT1,-0.141059262,0.137999258,0.313047324
8155169,RECK,-0.33717615,0.023729585,0.103527779
8155192,GLIPR2,-0.263500975,0.340642389,0.546725616
8155200,CCIN,0.111827193,0.282758878,0.488483052
8155203,CLTA,0.237776183,0.072569314,0.210500955
8155212,NA,-0.07566356,0.508165378,0.690808851
8155214,MELK,1.936952996,1.96E-05,0.002051584
8155234,ZCCHC7,0.028402605,0.731992749,0.84773269
8155246,NA,-0.088066774,0.732787084,0.848239581
8155248,NA,-0.246142513,0.370286456,0.573808727
8155250,GRHPR,0.243504988,0.069510911,0.204714735
8155265,NA,0.073452246,0.423904277,0.621272238
8155268,POLR1E,0.03156395,0.776825198,0.876158412
8155284,FRMPD1,-0.107291022,0.089528993,0.239310235
8155301,TRMT10B,-0.149139429,0.1912228,0.384234239
8155312,DCAF10,0.070939991,0.468744224,0.65877834
8155323,NA,-0.110051844,0.245463812,0.448362969
8155325,NA,-0.201047582,0.146876018,0.325926743
8155327,ALDH1B1,0.323387261,0.022263375,0.09962236
8155332,FAM220A,-0.344614964,0.026991367,0.11269361
8155336,NA,-0.157251698,0.080726517,0.224313682
8155338,NA,-0.206439837,0.020144566,0.093471797
8155340,NA,-0.149734525,0.034819492,0.132804653
8155345,NA,-0.121145923,0.120625868,0.288830686
8155349,NA,-0.142786123,0.047181791,0.160405565
8155354,NA,-0.053754658,0.422205662,0.619915665
8155359,NA,-0.094895593,0.2463017,0.449441226
8155369,NA,-0.206439837,0.020144566,0.093471797
8155371,NA,-0.141376704,0.049753142,0.16567681
8155376,NA,-0.099390231,0.128128853,0.299579132
8155383,NA,-0.140269998,0.049703819,0.165642562
8155388,NA,-0.1581831,0.037708118,0.139678185
8155393,NA,0.080473152,0.573758751,0.740301636
8155397,NA,-0.290837447,0.363565033,0.568045841
8155414,NA,-0.077683622,0.847498872,0.919251089
8155418,NA,-0.075049847,0.543858738,0.718738467
8155422,NA,0.033498269,0.77067515,0.87200294
8155440,NA,0.040161114,0.554547737,0.726931066
8155442,NA,-0.256796701,0.050798479,0.168168319
8155451,NA,-0.112176371,0.22554293,0.425128953
8155453,NA,-0.32366784,0.050717989,0.16793525
8155455,LINC00268,-0.479253003,0.093430077,0.245783738
8155458,NA,-0.095271244,0.137185632,0.311736163
8155460,NA,-0.056893569,0.357441765,0.562666057
8155487,NA,-0.617328239,0.00294802,0.028353617
8155490,NA,0.05782289,0.628982772,0.779457343
8155493,NA,-0.526369409,0.081658466,0.225918692
8155497,NA,-0.002297929,0.987344668,0.99358122
8155501,LOC101930026,-0.022313383,0.884515841,0.939988636
8155503,NA,-0.156003783,0.273883425,0.47972101
8155508,NA,-0.071722306,0.580611111,0.745286777
8155510,NA,0.011472217,0.935162607,0.96718407
8155514,NA,-0.368894681,0.154998387,0.337208839
8155516,NA,-0.014348182,0.906818031,0.951601639
8155519,NA,-0.526369409,0.081658466,0.225918692
8155521,NA,0.00375023,0.982784673,0.991449471
8155525,NA,0.017548351,0.899751537,0.947980474
8155528,NA,-0.162535507,0.219062041,0.417426392
8155530,NA,-0.343179477,0.002489091,0.025780985
8155537,LOC101930026,-0.016582955,0.910871582,0.953609672
8155540,NA,-0.032119171,0.679568392,0.8127142
8155547,NA,-0.473241676,0.001132635,0.016269783
8155550,NA,0.014297226,0.90436442,0.950314706
8155554,NA,-0.224347894,0.065524695,0.19751727
8155563,NA,0.722915487,6.83E-05,0.003540679
8155567,NA,-0.526369409,0.081658466,0.225918692
8155569,LOC105379807,-0.079850307,0.343994576,0.549668269
8155572,LINC01597,0.05852556,0.631159091,0.780788537
8155574,NA,-0.290489432,0.369330508,0.572967336
8155591,NA,-0.170358546,0.674136526,0.808977786
8155596,NA,-0.072424322,0.714158831,0.835506363
8155598,NA,-0.346711825,0.018231695,0.087570255
8155600,NA,-0.346711825,0.018231695,0.087570255
8155602,NA,-0.17902234,0.607291113,0.7644402
8155627,NA,-0.096282391,0.384172928,0.586054244
8155630,NA,0.770386945,0.0002536,0.007183488
8155634,LOC441666,-0.047873874,0.575041717,0.741113969
8155636,NA,-0.009959713,0.93125597,0.965260554
8155661,NA,0.043358108,0.554369364,0.726811699
8155665,PGM5,-1.688718689,1.74E-05,0.002000966
8155673,PIP5K1B,-0.192313051,0.483046702,0.67050217
8155696,FAM122A,-0.085120469,0.308296869,0.514786664
8155699,FXN,0.701498687,1.22E-05,0.001661251
8155707,TJP2,0.159050831,0.409885599,0.608821911
8155734,FAM189A2,-0.045254538,0.569361323,0.737257533
8155747,C9orf135,0.000273989,0.997288391,0.998814045
8155754,MAMDC2,-1.577413794,0.037585004,0.139402706
8155770,SMC5,0.135751863,0.186041819,0.377399443
8155794,C9orf85,-0.221527629,0.069256552,0.204290876
8155802,GDA,-0.034141616,0.583530087,0.747570116
8155824,TMC1,-0.049454362,0.441204578,0.635937354
8155847,NA,0.003852469,0.964739391,0.981842085
8155849,ANXA1,-0.383157171,0.097108996,0.251835645
8155864,RORB,-0.166343189,0.043630087,0.153082297
8155877,NA,0.023915973,0.758745869,0.864573585
8155881,NA,-7.64E-05,0.999189955,0.99979875
8155883,OSTF1,-0.037545772,0.769263789,0.871168888
8155896,NA,-0.054468808,0.541625889,0.7170212
8155898,PCSK5,-0.314107652,0.011895539,0.06637938
8155930,GCNT1,-1.316734298,0.000137801,0.005132406
8155942,FOXB2,-0.074079496,0.311490423,0.517859827
8155944,NA,-0.097737146,0.355050876,0.56067356
8155946,VPS13A,-0.035982302,0.796053236,0.889051606
8156022,NA,0.151280951,0.532037379,0.709148897
8156024,NA,0.036773699,0.550988947,0.724090122
8156026,CEP78,0.384712828,0.012789419,0.069435724
8156043,PSAT1,0.863142888,0.001232228,0.017174346
8156052,NA,0.022345072,0.734575407,0.849402239
8156054,NA,0.060565185,0.605944166,0.763719498
8156056,NA,-0.071289042,0.55409111,0.726618554
8156058,NA,0.009265064,0.92674185,0.962639927
8156060,TLE4,-0.999479103,0.000778783,0.013217996
8156082,NA,0.022625645,0.862418575,0.927697592
8156084,NA,-0.037482874,0.787682657,0.883526004
8156086,NA,-0.005282856,0.961967109,0.98063922
8156088,NA,-0.072526619,0.352254973,0.557940912
8156090,SPATA31D5P,-0.041037939,0.647351419,0.791759484
8156098,NA,-0.02417369,0.707181739,0.831083688
8156103,NA,-0.112970363,0.224152963,0.423443845
8156110,NA,-0.072984323,0.598230432,0.757790409
8156112,NA,-0.2641569,0.017544198,0.085317534
8156116,IDNK,-0.533272142,0.002709089,0.027090341
8156126,RMI1,0.264789388,0.217977117,0.416455363
8156132,NA,-0.435783395,0.25662821,0.461922488
8156134,NTRK2,0.151768629,0.0514781,0.169607669
8156160,NA,-0.722405085,0.000228352,0.00677668
8156164,NA,-0.728923256,1.01E-05,0.001530112
8156167,NAA35,0.337068693,0.001476087,0.019147079
8156192,NA,-0.240361735,0.012356781,0.068002293
8156194,NA,0.664948128,0.008473311,0.05374687
8156196,LINC02872,-0.036778412,0.651374757,0.794462464
8156199,DAPK1,-0.350381707,0.106313615,0.266540504
